hh1,hh2,willingness_link1,willingness_link2,asymmetric_bilateral1,asymmetric_bilateral2,asymmetric_unilateral1,asymmetric_unilateral2,kinship1,kinship2,excess_wealth1,excess_wealth2,same_edu1,same_edu2,members1,members2,o_members1,o_members2,neighbors1,neighbors2,popularity1,popularity2,const1,const2
113,1,0,0,0,0,1,1,0,0,15.8824453353882,-15.8824453353882,0,0,2,3,3,2,0,0,.899999976158142,.200000002980232,1,2
76,1,0,1,0,0,1,1,0,0,11.3113594055176,-11.3113594055176,0,0,3,3,3,3,0,0,.899999976158142,.5,1,2
17,1,1,1,1,1,0,0,0,0,-9.99158096313477,9.99158096313477,0,0,9,3,3,9,1,1,.800000011920929,2.20000004768372,1,2
27,1,0,0,0,0,1,1,0,0,16.1962490081787,-16.1962490081787,0,0,2,3,3,2,1,1,.899999976158142,.400000005960464,1,2
15,1,0,0,0,0,1,1,0,0,14.0544853210449,-14.0544853210449,0,0,2,3,3,2,1,1,.899999976158142,.300000011920929,1,2
23,1,0,0,0,0,1,1,0,0,15.3054752349854,-15.3054752349854,0,0,2,3,3,2,1,1,.899999976158142,.5,1,2
14,1,0,0,0,0,1,1,0,0,16.0279750823975,-16.0279750823975,0,0,3,3,3,3,1,1,.899999976158142,.100000001490116,1,2
86,1,0,0,0,0,1,1,0,0,12.0218772888184,-12.0218772888184,1,1,5,3,3,5,0,0,.899999976158142,.899999976158142,1,2
29,1,1,0,1,1,0,0,0,0,2.54509353637695,-2.54509353637695,0,0,4,3,3,4,0,0,.800000011920929,1.60000002384186,1,2
37,1,0,0,0,0,1,1,0,0,16.9641513824463,-16.9641513824463,1,1,1,3,3,1,0,0,.899999976158142,.600000023841858,1,2
20,1,0,0,0,0,1,1,0,0,12.4937629699707,-12.4937629699707,0,0,2,3,3,2,1,1,.899999976158142,1,1,2
47,1,0,0,0,0,1,1,0,0,13.3899173736572,-13.3899173736572,0,0,1,3,3,1,0,0,.899999976158142,.100000001490116,1,2
80,1,0,0,0,0,1,1,0,0,17.2537403106689,-17.2537403106689,1,1,2,3,3,2,0,0,.899999976158142,.100000001490116,1,2
18,1,0,0,0,0,1,1,0,0,14.2777547836304,-14.2777547836304,0,0,2,3,3,2,1,1,.899999976158142,.800000011920929,1,2
69,1,0,0,0,0,1,1,0,0,3.37562274932861,-3.37562274932861,0,0,2,3,3,2,0,0,.899999976158142,.400000005960464,1,2
65,1,0,0,0,0,1,1,0,0,14.4522104263306,-14.4522104263306,0,0,2,3,3,2,0,0,.899999976158142,.100000001490116,1,2
5,1,0,0,0,0,1,1,0,0,15.6812887191772,-15.6812887191772,0,0,2,3,3,2,1,1,.899999976158142,.300000011920929,1,2
33,1,0,0,0,0,1,1,0,0,13.5687866210938,-13.5687866210938,0,0,2,3,3,2,0,0,.899999976158142,.600000023841858,1,2
21,1,0,0,0,0,1,1,0,0,13.9059171676636,-13.9059171676636,0,0,4,3,3,4,1,1,.899999976158142,1.39999997615814,1,2
48,1,0,0,0,0,1,1,0,0,14.64515209198,-14.64515209198,1,1,5,3,3,5,0,0,.899999976158142,.5,1,2
110,1,0,0,0,0,1,1,0,0,15.2715044021606,-15.2715044021606,0,0,2,3,3,2,0,0,.899999976158142,0,1,2
3,1,0,0,0,0,1,1,0,0,16.1191520690918,-16.1191520690918,0,0,3,3,3,3,1,1,.899999976158142,.400000005960464,1,2
66,1,0,0,0,0,1,1,0,0,14.6587104797363,-14.6587104797363,0,0,2,3,3,2,0,0,.899999976158142,.300000011920929,1,2
58,1,0,1,0,0,1,1,0,0,14.3512105941772,-14.3512105941772,0,0,7,3,3,7,0,0,.899999976158142,2.09999990463257,1,2
59,1,0,0,0,0,1,1,0,0,13.5319156646729,-13.5319156646729,0,0,4,3,3,4,0,0,.899999976158142,.400000005960464,1,2
34,1,0,0,0,0,1,1,0,0,15.8428573608398,-15.8428573608398,0,0,2,3,3,2,0,0,.899999976158142,.899999976158142,1,2
41,1,0,0,0,0,1,1,0,0,6.08158302307129,-6.08158302307129,0,0,4,3,3,4,0,0,.899999976158142,.600000023841858,1,2
30,1,0,0,0,0,1,1,0,0,14.5644474029541,-14.5644474029541,0,0,1,3,3,1,0,0,.899999976158142,.400000005960464,1,2
56,1,0,0,0,0,1,1,0,0,14.9190921783447,-14.9190921783447,0,0,2,3,3,2,1,1,.899999976158142,.600000023841858,1,2
93,1,0,0,0,0,1,1,0,0,9.27915287017822,-9.27915287017822,0,0,2,3,3,2,0,0,.899999976158142,.300000011920929,1,2
83,1,0,0,0,0,1,1,0,0,13.0079460144043,-13.0079460144043,0,0,5,3,3,5,0,0,.899999976158142,.400000005960464,1,2
52,1,0,0,0,0,1,1,0,0,17.4278755187988,-17.4278755187988,1,1,2,3,3,2,0,0,.899999976158142,.300000011920929,1,2
50,1,0,0,0,0,1,1,0,0,16.380428314209,-16.380428314209,0,0,2,3,3,2,0,0,.899999976158142,.400000005960464,1,2
78,1,0,0,0,0,1,1,0,0,16.0149154663086,-16.0149154663086,0,0,2,3,3,2,0,0,.899999976158142,.400000005960464,1,2
77,1,0,0,0,0,1,1,0,0,15.199725151062,-15.199725151062,0,0,2,3,3,2,0,0,.899999976158142,.200000002980232,1,2
81,1,0,0,0,0,1,1,0,0,15.8677978515625,-15.8677978515625,1,1,3,3,3,3,0,0,.899999976158142,.400000005960464,1,2
54,1,0,0,0,0,1,1,0,0,15.7791509628296,-15.7791509628296,0,0,2,3,3,2,1,1,.899999976158142,1.79999995231628,1,2
19,1,0,0,0,0,1,1,0,0,14.4796810150146,-14.4796810150146,0,0,2,3,3,2,1,1,.899999976158142,.699999988079071,1,2
16,1,0,0,0,0,1,1,0,0,16.769739151001,-16.769739151001,1,1,1,3,3,1,1,1,.899999976158142,.200000002980232,1,2
31,1,0,0,0,0,1,1,0,0,9.91462135314941,-9.91462135314941,0,0,4,3,3,4,0,0,.899999976158142,1.5,1,2
7,1,0,0,0,0,1,1,0,0,13.8807201385498,-13.8807201385498,0,0,2,3,3,2,1,1,.899999976158142,0,1,2
8,1,1,0,1,1,0,0,0,0,14.4825668334961,-14.4825668334961,0,0,2,3,3,2,1,1,.800000011920929,.5,1,2
44,1,0,0,0,0,1,1,0,0,13.8345184326172,-13.8345184326172,1,1,1,3,3,1,0,0,.899999976158142,0,1,2
75,1,0,0,0,0,1,1,0,0,14.2912673950195,-14.2912673950195,0,0,2,3,3,2,0,0,.899999976158142,.5,1,2
95,1,0,0,0,0,1,1,0,0,16.4252510070801,-16.4252510070801,0,0,2,3,3,2,0,0,.899999976158142,.400000005960464,1,2
118,1,0,0,0,0,1,1,0,0,17.6573867797852,-17.6573867797852,1,1,1,3,3,1,0,0,.899999976158142,0,1,2
43,1,0,0,0,0,1,1,0,0,11.0399446487427,-11.0399446487427,0,0,3,3,3,3,0,0,.899999976158142,.300000011920929,1,2
26,1,0,0,0,0,1,1,0,0,15.3428764343262,-15.3428764343262,0,0,3,3,3,3,1,1,.899999976158142,.800000011920929,1,2
13,1,0,0,0,0,1,1,0,0,16.6992988586426,-16.6992988586426,0,0,2,3,3,2,1,1,.899999976158142,.600000023841858,1,2
32,1,0,0,0,0,1,1,0,0,8.51315212249756,-8.51315212249756,0,0,3,3,3,3,0,0,.899999976158142,.300000011920929,1,2
111,1,0,0,0,0,1,1,0,0,14.3264446258545,-14.3264446258545,0,0,3,3,3,3,1,1,.899999976158142,.600000023841858,1,2
85,1,0,0,0,0,1,1,0,0,16.4221801757813,-16.4221801757813,0,0,2,3,3,2,0,0,.899999976158142,.200000002980232,1,2
67,1,0,0,0,0,1,1,0,0,15.7600927352905,-15.7600927352905,0,0,2,3,3,2,0,0,.899999976158142,.100000001490116,1,2
40,1,0,0,0,0,1,1,0,0,16.1382694244385,-16.1382694244385,1,1,4,3,3,4,0,0,.899999976158142,.5,1,2
91,1,0,0,0,0,1,1,0,0,15.7532691955566,-15.7532691955566,0,0,2,3,3,2,0,0,.899999976158142,.100000001490116,1,2
70,1,0,0,0,0,1,1,0,0,10.7240333557129,-10.7240333557129,0,0,3,3,3,3,0,0,.899999976158142,.600000023841858,1,2
28,1,0,0,0,0,1,1,0,0,14.8377084732056,-14.8377084732056,0,0,2,3,3,2,1,1,.899999976158142,.800000011920929,1,2
25,1,0,0,0,0,1,1,0,0,16.3912105560303,-16.3912105560303,0,0,2,3,3,2,1,1,.899999976158142,.300000011920929,1,2
107,1,0,0,0,0,1,1,0,0,12.8623876571655,-12.8623876571655,0,0,3,3,3,3,0,0,.899999976158142,0,1,2
116,1,0,0,0,0,1,1,0,0,13.4712696075439,-13.4712696075439,1,1,1,3,3,1,0,0,.899999976158142,0,1,2
112,1,0,0,0,0,1,1,0,0,3.55620765686035,-3.55620765686035,0,0,4,3,3,4,0,0,.899999976158142,1,1,2
108,1,1,1,1,1,0,0,0,0,11.0217399597168,-11.0217399597168,1,1,2,3,3,2,1,1,.800000011920929,1.89999997615814,1,2
9,1,0,0,0,0,1,1,0,0,15.0097980499268,-15.0097980499268,0,0,2,3,3,2,1,1,.899999976158142,.200000002980232,1,2
11,1,0,0,0,0,1,1,0,0,-.787670135498047,.787670135498047,0,0,6,3,3,6,1,1,.899999976158142,.600000023841858,1,2
72,1,0,0,0,0,1,1,0,0,14.88796043396,-14.88796043396,0,0,3,3,3,3,0,0,.899999976158142,1.20000004768372,1,2
74,1,0,0,0,0,1,1,0,0,14.3157110214233,-14.3157110214233,0,0,4,3,3,4,0,0,.899999976158142,1.29999995231628,1,2
115,1,0,0,0,0,1,1,0,0,16.1348876953125,-16.1348876953125,0,0,1,3,3,1,1,1,.899999976158142,.200000002980232,1,2
45,1,0,0,0,0,1,1,0,0,16.2459754943848,-16.2459754943848,1,1,1,3,3,1,0,0,.899999976158142,.899999976158142,1,2
88,1,0,0,0,0,1,1,0,0,15.1606216430664,-15.1606216430664,0,0,2,3,3,2,0,0,.899999976158142,.400000005960464,1,2
103,1,0,0,0,0,1,1,0,0,16.2431221008301,-16.2431221008301,0,0,2,3,3,2,0,0,.899999976158142,.5,1,2
96,1,0,0,0,0,1,1,0,0,16.5875873565674,-16.5875873565674,1,1,2,3,3,2,0,0,.899999976158142,0,1,2
51,1,0,0,0,0,1,1,0,0,12.3059749603271,-12.3059749603271,0,0,4,3,3,4,0,0,.899999976158142,.600000023841858,1,2
114,1,1,1,1,1,0,0,0,0,8.65603256225586,-8.65603256225586,0,0,2,3,3,2,1,1,.800000011920929,1,1,2
68,1,0,0,0,0,1,1,0,0,14.6689167022705,-14.6689167022705,1,1,1,3,3,1,0,0,.899999976158142,.100000001490116,1,2
62,1,0,0,0,0,1,1,0,0,3.03856182098389,-3.03856182098389,0,0,5,3,3,5,0,0,.899999976158142,.200000002980232,1,2
46,1,0,0,0,0,1,1,0,0,13.21142578125,-13.21142578125,0,0,5,3,3,5,0,0,.899999976158142,.600000023841858,1,2
99,1,0,0,0,0,1,1,1,1,14.7980461120605,-14.7980461120605,1,1,2,3,3,2,1,1,.899999976158142,.400000005960464,1,2
82,1,0,0,0,0,1,1,0,0,16.9318313598633,-16.9318313598633,1,1,1,3,3,1,0,0,.899999976158142,.200000002980232,1,2
64,1,0,0,0,0,1,1,0,0,7.06326770782471,-7.06326770782471,0,0,3,3,3,3,0,0,.899999976158142,.699999988079071,1,2
84,1,0,0,0,0,1,1,0,0,16.1804981231689,-16.1804981231689,1,1,1,3,3,1,0,0,.899999976158142,0,1,2
57,1,0,0,0,0,1,1,0,0,13.7070198059082,-13.7070198059082,0,0,2,3,3,2,0,0,.899999976158142,1,1,2
98,1,0,0,0,0,1,1,0,0,16.0667400360107,-16.0667400360107,1,1,2,3,3,2,0,0,.899999976158142,.200000002980232,1,2
73,1,0,0,0,0,1,1,0,0,13.5328750610352,-13.5328750610352,0,0,2,3,3,2,0,0,.899999976158142,.400000005960464,1,2
94,1,0,0,0,0,1,1,1,1,9.15109348297119,-9.15109348297119,0,0,2,3,3,2,0,0,.899999976158142,.300000011920929,1,2
90,1,0,0,0,0,1,1,0,0,14.6179456710815,-14.6179456710815,0,0,2,3,3,2,0,0,.899999976158142,.400000005960464,1,2
101,1,0,0,0,0,1,1,0,0,14.42822265625,-14.42822265625,0,0,2,3,3,2,0,0,.899999976158142,.699999988079071,1,2
36,1,0,0,0,0,1,1,0,0,16.9010925292969,-16.9010925292969,1,1,2,3,3,2,0,0,.899999976158142,0,1,2
109,1,0,0,0,0,1,1,0,0,16.6475048065186,-16.6475048065186,0,0,2,3,3,2,0,0,.899999976158142,.699999988079071,1,2
24,1,0,0,0,0,1,1,0,0,12.0522890090942,-12.0522890090942,0,0,2,3,3,2,1,1,.899999976158142,.300000011920929,1,2
104,1,0,0,0,0,1,1,0,0,4.9686222076416,-4.9686222076416,0,0,4,3,3,4,0,0,.899999976158142,.300000011920929,1,2
39,1,0,0,0,0,1,1,0,0,12.0219755172729,-12.0219755172729,0,0,3,3,3,3,0,0,.899999976158142,.800000011920929,1,2
61,1,0,0,0,0,1,1,0,0,11.8183288574219,-11.8183288574219,0,0,2,3,3,2,0,0,.899999976158142,.899999976158142,1,2
2,1,0,0,0,0,1,1,0,0,11.0177974700928,-11.0177974700928,0,0,2,3,3,2,1,1,.899999976158142,.300000011920929,1,2
105,1,0,0,0,0,1,1,0,0,6.73115348815918,-6.73115348815918,0,0,2,3,3,2,0,0,.899999976158142,.699999988079071,1,2
106,1,0,0,0,0,1,1,0,0,7.37327003479004,-7.37327003479004,0,0,4,3,3,4,0,0,.899999976158142,.300000011920929,1,2
10,1,1,0,1,1,0,0,0,0,-10.3122024536133,10.3122024536133,0,0,4,3,3,4,1,1,.800000011920929,1.60000002384186,1,2
4,1,1,0,1,1,0,0,0,0,14.91432762146,-14.91432762146,0,0,5,3,3,5,1,1,.800000011920929,.300000011920929,1,2
22,1,0,0,0,0,1,1,0,0,12.1395816802979,-12.1395816802979,0,0,4,3,3,4,1,1,.899999976158142,.600000023841858,1,2
60,1,0,0,0,0,1,1,0,0,15.6246910095215,-15.6246910095215,1,1,2,3,3,2,0,0,.899999976158142,.400000005960464,1,2
92,1,0,0,0,0,1,1,0,0,14.9202108383179,-14.9202108383179,0,0,1,3,3,1,0,0,.899999976158142,.5,1,2
53,1,0,0,0,0,1,1,0,0,15.3553457260132,-15.3553457260132,0,0,3,3,3,3,0,0,.899999976158142,.400000005960464,1,2
42,1,0,0,0,0,1,1,0,0,14.2579154968262,-14.2579154968262,0,0,3,3,3,3,0,0,.899999976158142,.699999988079071,1,2
87,1,0,0,0,0,1,1,0,0,14.2564449310303,-14.2564449310303,0,0,2,3,3,2,0,0,.899999976158142,.5,1,2
71,1,0,0,0,0,1,1,0,0,16.1770935058594,-16.1770935058594,0,0,2,3,3,2,0,0,.899999976158142,.899999976158142,1,2
102,1,0,0,0,0,1,1,0,0,15.8017101287842,-15.8017101287842,0,0,3,3,3,3,1,1,.899999976158142,.400000005960464,1,2
79,1,0,0,0,0,1,1,0,0,16.8773860931396,-16.8773860931396,1,1,1,3,3,1,0,0,.899999976158142,.200000002980232,1,2
97,1,0,0,0,0,1,1,0,0,14.4026803970337,-14.4026803970337,0,0,3,3,3,3,0,0,.899999976158142,.5,1,2
117,1,0,0,0,0,1,1,0,0,17.6573867797852,-17.6573867797852,0,0,1,3,3,1,0,0,.899999976158142,0,1,2
55,1,0,0,0,0,1,1,0,0,16.2972106933594,-16.2972106933594,0,0,2,3,3,2,0,0,.899999976158142,.300000011920929,1,2
49,1,0,0,0,0,1,1,0,0,14.6376218795776,-14.6376218795776,1,1,2,3,3,2,0,0,.899999976158142,.5,1,2
38,1,0,0,0,0,1,1,0,0,12.1898565292358,-12.1898565292358,0,0,5,3,3,5,0,0,.899999976158142,.600000023841858,1,2
12,1,1,0,1,1,0,0,0,0,16.3625926971436,-16.3625926971436,1,1,2,3,3,2,1,1,.800000011920929,.400000005960464,1,2
63,1,0,0,0,0,1,1,0,0,13.3295927047729,-13.3295927047729,1,1,1,3,3,1,0,0,.899999976158142,.200000002980232,1,2
100,1,1,0,1,1,0,0,0,0,15.721622467041,-15.721622467041,0,0,3,3,3,3,0,0,.800000011920929,.600000023841858,1,2
89,1,0,0,0,0,1,1,0,0,7.30929756164551,-7.30929756164551,0,0,2,3,3,2,0,0,.899999976158142,.300000011920929,1,2
6,1,0,0,0,0,1,1,0,0,16.2624454498291,-16.2624454498291,0,0,2,3,3,2,1,1,.899999976158142,.200000002980232,1,2
119,1,0,0,0,0,1,1,0,0,17.6573867797852,-17.6573867797852,1,1,1,3,3,1,0,0,.899999976158142,0,1,2
35,1,0,0,0,0,1,1,0,0,14.4483108520508,-14.4483108520508,0,0,3,3,3,3,0,0,.899999976158142,.699999988079071,1,2
90,2,0,0,0,0,1,1,0,0,3.60014748573303,-3.60014748573303,1,1,2,2,2,2,0,0,.300000011920929,.400000005960464,1,2
111,2,0,0,0,0,1,1,0,0,3.30864691734314,-3.30864691734314,1,1,3,2,2,3,1,1,.300000011920929,.600000023841858,1,2
34,2,0,0,0,0,1,1,0,0,4.82505941390991,-4.82505941390991,1,1,2,2,2,2,0,0,.300000011920929,.899999976158142,1,2
12,2,0,0,0,0,1,1,0,0,5.34479475021362,-5.34479475021362,0,0,2,2,2,2,1,1,.300000011920929,.400000005960464,1,2
52,2,0,0,0,0,1,1,0,0,6.41007709503174,-6.41007709503174,0,0,2,2,2,2,0,0,.300000011920929,.300000011920929,1,2
82,2,0,0,0,0,1,1,0,0,5.91403293609619,-5.91403293609619,0,0,1,2,2,1,0,0,.300000011920929,.200000002980232,1,2
10,2,1,1,1,1,0,0,0,0,-21.3299999237061,21.3299999237061,1,1,4,2,2,4,1,1,.200000002980232,1.5,1,2
28,2,0,0,0,0,1,1,0,0,3.81991052627563,-3.81991052627563,1,1,2,2,2,2,1,1,.300000011920929,.800000011920929,1,2
95,2,0,0,0,0,1,1,0,0,5.4074535369873,-5.4074535369873,1,1,2,2,2,2,0,0,.300000011920929,.400000005960464,1,2
30,2,0,0,0,0,1,1,0,0,3.54664897918701,-3.54664897918701,1,1,1,2,2,1,0,0,.300000011920929,.400000005960464,1,2
118,2,0,0,0,0,1,1,0,0,6.63958883285522,-6.63958883285522,0,0,1,2,2,1,0,0,.300000011920929,0,1,2
46,2,0,0,0,0,1,1,0,0,2.19362783432007,-2.19362783432007,1,1,5,2,2,5,0,0,.300000011920929,.600000023841858,1,2
25,2,0,0,0,0,1,1,0,0,5.37341260910034,-5.37341260910034,1,1,2,2,2,2,0,0,.300000011920929,.300000011920929,1,2
5,2,0,0,0,0,1,1,0,0,4.66349077224731,-4.66349077224731,1,1,2,2,2,2,1,1,.300000011920929,.300000011920929,1,2
9,2,0,0,0,0,1,1,0,0,3.99200057983398,-3.99200057983398,1,1,2,2,2,2,1,1,.300000011920929,.200000002980232,1,2
58,2,0,0,0,0,1,1,0,0,3.33341264724731,-3.33341264724731,1,1,7,2,2,7,0,0,.300000011920929,2.20000004768372,1,2
62,2,0,0,0,0,1,1,0,0,-7.97923612594604,7.97923612594604,1,1,5,2,2,5,0,0,.300000011920929,.200000002980232,1,2
55,2,0,0,0,0,1,1,0,0,5.27941226959229,-5.27941226959229,1,1,2,2,2,2,0,0,.300000011920929,.300000011920929,1,2
114,2,0,1,0,0,1,1,0,0,-2.36176538467407,2.36176538467407,1,1,2,2,2,2,1,1,.300000011920929,1,1,2
100,2,0,1,0,0,1,1,0,0,4.70382404327393,-4.70382404327393,1,1,3,2,2,3,0,0,.300000011920929,.5,1,2
15,2,0,0,0,0,1,1,0,0,3.03668689727783,-3.03668689727783,1,1,2,2,2,2,1,1,.300000011920929,.300000011920929,1,2
11,2,0,0,0,0,1,1,0,0,-11.8054676055908,11.8054676055908,1,1,6,2,2,6,1,1,.300000011920929,.600000023841858,1,2
60,2,1,0,1,1,0,0,0,0,4.60689258575439,-4.60689258575439,0,0,2,2,2,2,0,0,.200000002980232,.400000005960464,1,2
101,2,0,0,0,0,1,1,0,0,3.41042470932007,-3.41042470932007,1,1,2,2,2,2,0,0,.300000011920929,.699999988079071,1,2
87,2,0,0,0,0,1,1,0,0,3.2386474609375,-3.2386474609375,1,1,2,2,2,2,0,0,.300000011920929,.5,1,2
49,2,0,0,0,0,1,1,0,0,3.61982417106628,-3.61982417106628,0,0,2,2,2,2,0,0,.300000011920929,.5,1,2
13,2,0,0,0,0,1,1,0,0,5.68150091171265,-5.68150091171265,1,1,2,2,2,2,1,1,.300000011920929,.600000023841858,1,2
106,2,0,0,0,0,1,1,0,0,-3.64452791213989,3.64452791213989,1,1,4,2,2,4,0,0,.300000011920929,.300000011920929,1,2
56,2,0,0,0,0,1,1,0,0,3.90129446983337,-3.90129446983337,1,1,2,2,2,2,1,1,.300000011920929,.600000023841858,1,2
89,2,0,0,0,0,1,1,0,0,-3.70850038528442,3.70850038528442,1,1,2,2,2,2,0,0,.300000011920929,.300000011920929,1,2
20,2,0,0,0,0,1,1,0,0,1.47596502304077,-1.47596502304077,1,1,2,2,2,2,1,1,.300000011920929,1,1,2
18,2,0,1,0,0,1,1,0,0,3.25995683670044,-3.25995683670044,1,1,2,2,2,2,1,1,.300000011920929,.699999988079071,1,2
41,2,0,0,0,0,1,1,0,0,-4.93621492385864,4.93621492385864,1,1,4,2,2,4,0,0,.300000011920929,.600000023841858,1,2
108,2,0,0,0,0,1,1,0,0,.00394201278686523,-.00394201278686523,0,0,2,2,2,2,1,1,.300000011920929,2,1,2
119,2,0,0,0,0,1,1,0,0,6.63958883285522,-6.63958883285522,0,0,1,2,2,1,0,0,.300000011920929,0,1,2
98,2,0,0,0,0,1,1,0,0,5.04894161224365,-5.04894161224365,0,0,2,2,2,2,0,0,.300000011920929,.200000002980232,1,2
33,2,0,0,0,0,1,1,0,0,2.55098867416382,-2.55098867416382,1,1,2,2,2,2,0,0,.300000011920929,.600000023841858,1,2
3,2,1,1,1,1,0,0,1,1,5.10135364532471,-5.10135364532471,1,1,3,2,2,3,1,1,.200000002980232,.300000011920929,1,2
105,2,0,0,0,0,1,1,0,0,-4.28664445877075,4.28664445877075,1,1,2,2,2,2,0,0,.300000011920929,.699999988079071,1,2
24,2,0,0,0,0,1,1,0,0,1.03449106216431,-1.03449106216431,1,1,2,2,2,2,0,0,.300000011920929,.300000011920929,1,2
69,2,0,0,0,0,1,1,0,0,-7.64217519760132,7.64217519760132,1,1,2,2,2,2,0,0,.300000011920929,.400000005960464,1,2
57,2,0,0,0,0,1,1,0,0,2.68922185897827,-2.68922185897827,1,1,2,2,2,2,0,0,.300000011920929,1,1,2
48,2,0,0,0,0,1,1,0,0,3.62735390663147,-3.62735390663147,0,0,5,2,2,5,0,0,.300000011920929,.5,1,2
94,2,0,0,0,0,1,1,0,0,-1.86670446395874,1.86670446395874,1,1,2,2,2,2,0,0,.300000011920929,.300000011920929,1,2
36,2,0,0,0,0,1,1,0,0,5.88329458236694,-5.88329458236694,0,0,2,2,2,2,0,0,.300000011920929,0,1,2
115,2,0,0,0,0,1,1,0,0,5.11708879470825,-5.11708879470825,1,1,1,2,2,1,1,1,.300000011920929,.200000002980232,1,2
78,2,0,0,0,0,1,1,0,0,4.99711799621582,-4.99711799621582,1,1,2,2,2,2,0,0,.300000011920929,.400000005960464,1,2
16,2,0,0,0,0,1,1,0,0,5.7519416809082,-5.7519416809082,0,0,1,2,2,1,1,1,.300000011920929,.200000002980232,1,2
113,2,0,0,0,0,1,1,0,0,4.86464786529541,-4.86464786529541,1,1,2,2,2,2,0,0,.300000011920929,.200000002980232,1,2
70,2,0,0,0,0,1,1,0,0,-.293764114379883,.293764114379883,1,1,3,2,2,3,0,0,.300000011920929,.600000023841858,1,2
31,2,0,0,0,0,1,1,0,0,-1.10317611694336,1.10317611694336,1,1,4,2,2,4,0,0,.300000011920929,1.5,1,2
27,2,0,0,0,0,1,1,0,0,5.17845153808594,-5.17845153808594,1,1,2,2,2,2,1,1,.300000011920929,.400000005960464,1,2
54,2,0,0,0,0,1,1,0,0,4.76135349273682,-4.76135349273682,1,1,2,2,2,2,0,0,.300000011920929,1.79999995231628,1,2
22,2,0,0,0,0,1,1,0,0,1.12178373336792,-1.12178373336792,1,1,4,2,2,4,1,1,.300000011920929,.600000023841858,1,2
81,2,0,0,0,0,1,1,0,0,4.85000038146973,-4.85000038146973,0,0,3,2,2,3,0,0,.300000011920929,.400000005960464,1,2
32,2,0,0,0,0,1,1,0,0,-2.50464582443237,2.50464582443237,1,1,3,2,2,3,0,0,.300000011920929,.300000011920929,1,2
103,2,0,0,0,0,1,1,0,0,5.22532367706299,-5.22532367706299,1,1,2,2,2,2,0,0,.300000011920929,.5,1,2
17,2,0,1,0,0,1,1,1,1,-21.0093784332275,21.0093784332275,1,1,9,2,2,9,1,1,.300000011920929,2.20000004768372,1,2
1,2,0,0,0,0,1,1,0,0,-11.0177974700928,11.0177974700928,0,0,3,2,2,3,1,1,.300000011920929,.899999976158142,1,2
21,2,0,0,0,0,1,1,0,0,2.88811898231506,-2.88811898231506,1,1,4,2,2,4,1,1,.300000011920929,1.39999997615814,1,2
116,2,0,0,0,0,1,1,0,0,2.45347166061401,-2.45347166061401,0,0,1,2,2,1,0,0,.300000011920929,0,1,2
79,2,0,0,0,0,1,1,0,0,5.85958862304688,-5.85958862304688,0,0,1,2,2,1,0,0,.300000011920929,.200000002980232,1,2
91,2,0,0,0,0,1,1,0,0,4.73547124862671,-4.73547124862671,1,1,2,2,2,2,0,0,.300000011920929,.100000001490116,1,2
88,2,0,0,0,0,1,1,0,0,4.14282417297363,-4.14282417297363,1,1,2,2,2,2,0,0,.300000011920929,.400000005960464,1,2
63,2,0,0,0,0,1,1,0,0,2.31179475784302,-2.31179475784302,0,0,1,2,2,1,0,0,.300000011920929,.200000002980232,1,2
86,2,0,0,0,0,1,1,0,0,1.00407981872559,-1.00407981872559,0,0,5,2,2,5,0,0,.300000011920929,.899999976158142,1,2
85,2,0,0,0,0,1,1,0,0,5.40438318252563,-5.40438318252563,1,1,2,2,2,2,0,0,.300000011920929,.200000002980232,1,2
64,2,0,0,0,0,1,1,0,0,-3.95453023910522,3.95453023910522,1,1,3,2,2,3,0,0,.300000011920929,.699999988079071,1,2
23,2,0,0,0,0,1,1,0,0,4.28767681121826,-4.28767681121826,1,1,2,2,2,2,1,1,.300000011920929,.5,1,2
75,2,0,0,0,0,1,1,0,0,3.27346992492676,-3.27346992492676,1,1,2,2,2,2,0,0,.300000011920929,.5,1,2
83,2,0,0,0,0,1,1,0,0,1.99014759063721,-1.99014759063721,1,1,5,2,2,5,0,0,.300000011920929,.400000005960464,1,2
68,2,0,0,0,0,1,1,0,0,3.65111827850342,-3.65111827850342,0,0,1,2,2,1,0,0,.300000011920929,.100000001490116,1,2
50,2,0,0,0,0,1,1,0,0,5.36262989044189,-5.36262989044189,1,1,2,2,2,2,0,0,.300000011920929,.400000005960464,1,2
14,2,0,0,0,0,1,1,0,0,5.01017665863037,-5.01017665863037,1,1,3,2,2,3,1,1,.300000011920929,.100000001490116,1,2
61,2,0,0,0,0,1,1,0,0,.800530910491943,-.800530910491943,1,1,2,2,2,2,0,0,.300000011920929,.899999976158142,1,2
8,2,0,0,0,0,1,1,0,0,3.46476864814758,-3.46476864814758,1,1,2,2,2,2,1,1,.300000011920929,.5,1,2
43,2,0,0,0,0,1,1,0,0,.0221467018127441,-.0221467018127441,1,1,3,2,2,3,0,0,.300000011920929,.300000011920929,1,2
104,2,0,0,0,0,1,1,0,0,-6.04917573928833,6.04917573928833,1,1,4,2,2,4,0,0,.300000011920929,.300000011920929,1,2
59,2,0,0,0,0,1,1,0,0,2.51411771774292,-2.51411771774292,1,1,4,2,2,4,0,0,.300000011920929,.400000005960464,1,2
71,2,0,0,0,0,1,1,0,0,5.15929460525513,-5.15929460525513,1,1,2,2,2,2,0,0,.300000011920929,.899999976158142,1,2
